Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Variant SKU,Variant Price,Variant Inventory Qty,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Image Src,Image Alt Text
classic-4pcs-steel-breadbin-canister-set-grey,Classic 4pcs Steel BreadBin and Canister Set - Grey,"<p>Classic retro 4-piece steel kitchen storage set with a rounded bread bin featuring a chrome wavy carry handle and chrome feet, plus matching tea, coffee and sugar canisters with chrome loop lids. Glossy grey finish.</p>",Agri Hub SA,Kitchenware,kitchenware,TRUE,HL-CBBCS-GREY,549.00,25,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/image-HUoUjwdAPIGMs5QzytNyGXTWjk8vtS.png,Classic 4pcs Steel BreadBin and Canister Set - Grey
classic-4pcs-steel-breadbin-canister-set-white,Classic 4pcs Steel BreadBin and Canister Set - White,"<p>Classic retro 4-piece steel kitchen storage set with a rounded bread bin featuring a chrome wavy carry handle and chrome feet, plus matching tea, coffee and sugar canisters with chrome loop lids. Glossy white finish.</p>",Agri Hub SA,Kitchenware,kitchenware,TRUE,HL-CBBCS-WHITE,549.00,25,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/image-CWxSVqKzdDIayEnceGR3ctFMpIOViA.png,Classic 4pcs Steel BreadBin and Canister Set - White
corduroy-fleece-001-red,Corduroy Fleece 001 - Red (180 x 200cm),"<p>The Corduroy Fleece 001 is a warm and luxuriously soft fleece throw blanket measuring 180 x 200cm, featuring a plush ribbed corduroy-style texture in a rich, deep red. Perfect for adding cosy comfort and a pop of colour to your bed, couch or favourite chair. Soft, warm and easy to care for.</p>",Agri Hub SA,Bedding,bedding,TRUE,,180.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318771001-dd2k0l.webp,Corduroy Fleece 001 - Red (180 x 200cm)
corduroy-fleece-002-camel,Corduroy Fleece 002 - Camel (180 x 200cm),"<p>The Corduroy Fleece 002 is a warm and luxuriously soft fleece throw blanket measuring 180 x 200cm, featuring a plush ribbed corduroy-style texture in a warm camel beige. Perfect for adding cosy comfort and a neutral, elegant touch to your bed, couch or favourite chair. Soft, warm and easy to care for.</p>",Agri Hub SA,Bedding,bedding,TRUE,,180.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318764806-vgjx9l.webp,Corduroy Fleece 002 - Camel (180 x 200cm)
corduroy-fleece-003-teal,Corduroy Fleece 003 - Teal (180 x 200cm),"<p>The Corduroy Fleece 003 is a warm and luxuriously soft fleece throw blanket measuring 180 x 200cm, featuring a plush ribbed corduroy-style texture in a vibrant teal. Perfect for adding cosy comfort and a bold splash of colour to your bed, couch or favourite chair. Soft, warm and easy to care for.</p>",Agri Hub SA,Bedding,bedding,TRUE,,180.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318764361-l799r1.webp,Corduroy Fleece 003 - Teal (180 x 200cm)
dish-rack-durable-al-superior-quality,"Dish Rack (Size L 609mm, W 267mm and H 342mm)(Durable Al Superior Quality)","<p>Premium two-tier dish rack made from durable aluminum. Features upper rack for plates and cutting boards, lower draining tray for bowls, side glass holders, and utensil caddy. Dimensions: Length 609mm x Width 267mm x Height 342mm. Superior quality construction for long-lasting use.</p>",Agri Hub SA,Kitchenware,kitchenware,TRUE,,510.00,30,shopify,deny,manual,https://agrihubsa.co.za/products/home-living/dish-rack-durable-al.jpg,"Dish Rack (Size L 609mm, W 267mm and H 342mm)(Durable Al Superior Quality)"
dolphin-21-piece-stainless-steel-pot-steamer-utensil-set,"Dolphin 21-Piece Stainless Steel Pot, Steamer & Utensil Set","<p>Dolphin Home 21-piece German-designed high quality stainless steel cookware set. Features an 11-layer capsuled bottom for even heat distribution and cooking without fat or water. Includes multiple pots with tempered glass lids, a steamer insert, a frying pan, a frying basket, trivets and serving utensils - suitable for all hob types.</p>",Agri Hub SA,Kitchenware,kitchenware,TRUE,HL-DOLPHIN-21PCS,1290.00,25,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/image-veI5IoHthVKfEwp0KTlVasLNzZ9x45.png,"Dolphin 21-Piece Stainless Steel Pot, Steamer & Utensil Set"
dolphin-24-piece-german-design-stainless-steel-pot-kitchen-utensil-set,Dolphin 24-Piece German-Design Stainless Steel Pot & Kitchen Utensil Set,"<p>Dolphin Home 24-piece German-designed premium stainless steel cookware set. Features an 11-layer capsuled bottom for even heat distribution across all hob types. Includes multiple pots with tempered glass lids, a steamer, mixing bowls, a frying basket, serving utensils and a trivet - everything needed for the kitchen of your dreams.</p>",Agri Hub SA,Kitchenware,kitchenware,TRUE,HL-DOLPHIN-24PCS,1200.00,25,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/image-cQMqHZYoEx8gtAGrVtenzXabmqycm4.png,Dolphin 24-Piece German-Design Stainless Steel Pot & Kitchen Utensil Set
dolphin-home-30-piece-premium-stainless-steel-cookware-set,Dolphin Home 30-Piece Premium Stainless Steel Cookware Set,"<p>Dolphin Home 30-piece German-designed premium stainless steel cookware set. Features a new 11-layer capsuled bottom for superior temperature control and even heat distribution - cook and fry without fat or water. Includes a stackable steamer tower, multiple pots with tempered glass lids, a whistling kettle, a frying pan, a frying basket, trivets, kitchen knives, scissors and serving utensils.</p>",Agri Hub SA,Kitchenware,kitchenware,TRUE,HL-DOLPHIN-30PCS,1090.00,25,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/30pcs%20pot.png-y4CEortbf23AXXRVMZUwEvLm3fBCkg.jpeg,Dolphin Home 30-Piece Premium Stainless Steel Cookware Set
easy-spin-cutter,Easy Spin Cutter,"<p>Green manual food chopper and spin cutter. Easy pull-cord operation for quick chopping of vegetables, fruits, and more. Compact and easy to clean.</p>",Agri Hub SA,Kitchenware,kitchenware,TRUE,HL-SPIN-001,60.00,100,shopify,deny,manual,https://agrihubsa.co.za/products/home-living/easy-spin-cutter.jpg,Easy Spin Cutter
egg-shaped-cutlery-set,Egg Shaped Cutlery Set,<p>Decorative egg-shaped cutlery holder with copper/rose gold top. Unique and elegant design for storing kitchen utensils. Makes a great centerpiece.</p>,Agri Hub SA,Kitchenware,kitchenware,TRUE,HL-EGGCUT-001,350.00,100,shopify,deny,manual,https://agrihubsa.co.za/products/home-living/egg-shaped-cutlery-set.jpg,Egg Shaped Cutlery Set
eggs-holder,Eggs Holder,<p>Stackable egg storage container in white/cream color. Keeps eggs organized and protected in your refrigerator. Space-saving design.</p>,Agri Hub SA,Kitchenware,kitchenware,TRUE,HL-EGG-001,110.00,100,shopify,deny,manual,https://agrihubsa.co.za/products/home-living/eggs-holder.jpg,Eggs Holder
fleece-blanket-throw-black-200cm-by-230cm,"Fleece Blanket Throw-Black, 200cm by 230cm","<p>The LRG Throw Fleece in Black features a cosy patchwork check of black, cream and tan marled squares, with a soft sherpa backing. Plush, warm and beautifully finished, perfect for the couch or bed. Measures 200cm x 230cm.</p>",Agri Hub SA,Bedding,bedding,TRUE,,265.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318739957-rloy87.webp,"Fleece Blanket Throw-Black, 200cm by 230cm"
fleece-blanket-throw-blue-200cm-by-230cm,"Fleece Blanket Throw-Blue, 200cm by 230cm","<p>The LRG Throw Fleece in Blue features a cosy patchwork check of navy and grey squares framed by bold white grid borders, with a soft sherpa backing. Plush, warm and beautifully finished, perfect for the couch or bed. Measures 200cm x 230cm.</p>",Agri Hub SA,Bedding,bedding,TRUE,,265.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318744466-pocuat.webp,"Fleece Blanket Throw-Blue, 200cm by 230cm"
fleece-blanket-throw-brown-200cm-by-230cm,"Fleece Blanket Throw-Brown, 200cm by 230cm","<p>The LRG Throw Fleece in Brown features a cosy patchwork check of brown and grey squares framed by cream borders, with a soft sherpa backing. Plush, warm and beautifully finished, perfect for the couch or bed. Measures 200cm x 230cm.</p>",Agri Hub SA,Bedding,bedding,TRUE,,265.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318739744-uwstvg.webp,"Fleece Blanket Throw-Brown, 200cm by 230cm"
fleece-blanket-throw-lilac-200cm-by-230cm,"Fleece Blanket Throw-Lilac, 200cm by 230cm","<p>The LRG Throw Fleece in Lilac features a cosy patchwork check of lilac-purple and sage-grey squares framed by cream borders, with a soft sherpa backing. Plush, warm and beautifully finished, perfect for the couch or bed. Measures 200cm x 230cm.</p>",Agri Hub SA,Bedding,bedding,TRUE,,265.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318740107-gogmmh.webp,"Fleece Blanket Throw-Lilac, 200cm by 230cm"
fleece-blanket-throw-maroon-200cm-by-230cm,"Fleece Blanket Throw-Maroon, 200cm by 230cm","<p>The LRG Throw Fleece in Maroon features a cosy houndstooth check of dark red and black framed by crisp white borders, with a soft sherpa backing. Plush, warm and beautifully finished, perfect for the couch or bed. Measures 200cm x 230cm.</p>",Agri Hub SA,Bedding,bedding,TRUE,,265.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318744441-n8gxsz.webp,"Fleece Blanket Throw-Maroon, 200cm by 230cm"
fleece-blanket-throw-navy-200cm-by-230cm,"Fleece Blanket Throw-Navy, 200cm by 230cm","<p>The LRG Throw Fleece in Navy features a cosy patchwork check of navy blue and marled grey-beige squares framed by crisp white borders, with a soft sherpa backing. Plush, warm and beautifully finished, perfect for the couch or bed. Measures 200cm x 230cm.</p>",Agri Hub SA,Bedding,bedding,TRUE,,265.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318744732-usr9xh.webp,"Fleece Blanket Throw-Navy, 200cm by 230cm"
fleece-blanket-throw-pink-200cm-by-230cm,"Fleece Blanket Throw-Pink, 200cm by 230cm","<p>The LRG Throw Fleece in Pink features a cosy patchwork check of pink and grey squares framed by crisp white borders, with a soft sherpa backing. Plush, warm and beautifully finished, perfect for the couch or bed. Measures 200cm x 230cm.</p>",Agri Hub SA,Bedding,bedding,TRUE,,265.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318739796-x4lsjp.webp,"Fleece Blanket Throw-Pink, 200cm by 230cm"
fleece-blanket-throw-rose-200cm-by-230cm,"Fleece Blanket Throw-Rose, 200cm by 230cm","<p>The LRG Throw Fleece in Rose features a cosy patchwork check of red and pink blocks framed by crisp white borders, with a soft sherpa backing. Plush, warm and beautifully finished, perfect for the couch or bed. Measures 200cm x 230cm.</p>",Agri Hub SA,Bedding,bedding,TRUE,,265.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318765389-e95db2.webp,"Fleece Blanket Throw-Rose, 200cm by 230cm"
fleece-blanket-throw-royal-blue-200cm-by-230cm,"Fleece Blanket Throw-Royal Blue, 200cm by 230cm","<p>The LRG Throw Fleece in Royal Blue features a cosy houndstooth check of royal blue and black blocks framed by crisp white borders, with a soft sherpa backing. Plush, warm and beautifully finished, perfect for the couch or bed. Measures 200cm x 230cm.</p>",Agri Hub SA,Bedding,bedding,TRUE,,265.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318739715-r6vo3y.webp,"Fleece Blanket Throw-Royal Blue, 200cm by 230cm"
fleece-blanket-throw-tan-200cm-by-230cm,"Fleece Blanket Throw-Tan, 200cm by 230cm","<p>The LRG Throw Fleece in Tan features a cosy patchwork check of camel-tan and grey squares framed by crisp white borders, with a soft cream sherpa backing. Plush, warm and beautifully finished, perfect for the couch or bed. Measures 200cm x 230cm.</p>",Agri Hub SA,Bedding,bedding,TRUE,,265.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318765292-0esrzs.webp,"Fleece Blanket Throw-Tan, 200cm by 230cm"
fleece-blanket-throw-teal-green-200cm-by-230cm,"Fleece Blanket Throw-Teal Green, 200cm by 230cm","<p>The LRG Throw Fleece in Teal Green features a cosy patchwork check of teal and grey squares framed by crisp white borders, with a soft sherpa backing. Plush, warm and beautifully finished, perfect for the couch or bed. Measures 200cm x 230cm.</p>",Agri Hub SA,Bedding,bedding,TRUE,,265.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318765419-9ea66d.webp,"Fleece Blanket Throw-Teal Green, 200cm by 230cm"
fleece-blanket-throw-teal-200cm-by-230cm,"Fleece Blanket Throw-Teal, 200cm by 230cm","<p>The LRG Throw Fleece in Teal features a cosy patchwork check of teal-blue and grey squares framed by crisp white borders, with a soft cream sherpa backing. Plush, warm and beautifully finished, perfect for the couch or bed. Measures 200cm x 230cm.</p>",Agri Hub SA,Bedding,bedding,TRUE,,265.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318765076-ez0yhf.webp,"Fleece Blanket Throw-Teal, 200cm by 230cm"
fleece-throw-180x200-blue,Fleece Throw 180cm X 200cm - Blue,"<p>The Fleece Throw 180cm X 200cm in Blue is a soft, plush solid-colour throw that adds warmth and a bright touch to any room. Lightweight yet cosy, perfect for the couch or bed. Measures 180cm x 200cm.</p>",Agri Hub SA,Bedding,bedding,TRUE,,255.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318748497-aawf4r.webp,Fleece Throw 180cm X 200cm - Blue
fleece-throw-180x200-cream,Fleece Throw 180cm X 200cm - Cream,"<p>The Fleece Throw 180cm X 200cm in Cream is a soft, plush solid-colour throw that adds warmth and a soft, neutral touch to any room. Lightweight yet cosy, perfect for the couch or bed. Measures 180cm x 200cm.</p>",Agri Hub SA,Bedding,bedding,TRUE,,255.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318741715-j71x3y.webp,Fleece Throw 180cm X 200cm - Cream
fleece-throw-180x200-grey,Fleece Throw 180cm X 200cm - Grey,"<p>The Fleece Throw 180cm X 200cm in Grey is a soft, plush solid-colour throw that adds warmth and a neutral elegance to any room. Lightweight yet cosy, perfect for the couch or bed. Measures 180cm x 200cm.</p>",Agri Hub SA,Bedding,bedding,TRUE,,255.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318748603-z1hmom.webp,Fleece Throw 180cm X 200cm - Grey
fleece-throw-180x200-navy,Fleece Throw 180cm X 200cm - Navy,"<p>The Fleece Throw 180cm X 200cm in Navy is a soft, plush solid-colour throw that adds warmth and a deep, classic tone to any room. Lightweight yet cosy, perfect for the couch or bed. Measures 180cm x 200cm.</p>",Agri Hub SA,Bedding,bedding,TRUE,,255.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318748677-n4e30h.webp,Fleece Throw 180cm X 200cm - Navy
fleece-throw-180x200-pink,Fleece Throw 180cm X 200cm - Pink,"<p>The Fleece Throw 180cm X 200cm in Pink is a soft, plush solid-colour throw that adds warmth and a pop of colour to any room. Lightweight yet cosy, perfect for the couch or bed. Measures 180cm x 200cm.</p>",Agri Hub SA,Bedding,bedding,TRUE,,255.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318748485-cnw4jw.webp,Fleece Throw 180cm X 200cm - Pink
fleece-throw-180x200-red,Fleece Throw 180cm X 200cm - Red,"<p>The Fleece Throw 180cm X 200cm in Red is a soft, plush solid-colour throw that adds warmth and rich colour to any room. Lightweight yet cosy, perfect for the couch or bed. Measures 180cm x 200cm.</p>",Agri Hub SA,Bedding,bedding,TRUE,,255.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318748458-y7nnl0.webp,Fleece Throw 180cm X 200cm - Red
fleece-throw-180x200-teal,Fleece Throw 180cm X 200cm - Teal,"<p>The Fleece Throw 180cm X 200cm in Teal is a soft, plush solid-colour throw that adds warmth and a fresh, calming hue to any room. Lightweight yet cosy, perfect for the couch or bed. Measures 180cm x 200cm.</p>",Agri Hub SA,Bedding,bedding,TRUE,,255.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318741359-a44duq.webp,Fleece Throw 180cm X 200cm - Teal
fleece-throw-180x200-white,Fleece Throw 180cm X 200cm - White,"<p>The Fleece Throw 180cm X 200cm in White is a soft, plush solid-colour throw that adds warmth and a clean, crisp look to any room. Lightweight yet cosy, perfect for the couch or bed. Measures 180cm x 200cm.</p>",Agri Hub SA,Bedding,bedding,TRUE,,255.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318741857-o74gf5.webp,Fleece Throw 180cm X 200cm - White
foldable-bamboo-tray,Foldable Bamboo Tray,<p>Elegant foldable bamboo breakfast tray with folding legs. Perfect for breakfast in bed or serving. Sturdy and lightweight.</p>,Agri Hub SA,Kitchenware,kitchenware,TRUE,HL-BTRAY-001,210.00,100,shopify,deny,manual,https://agrihubsa.co.za/products/home-living/bamboo-tray.jpg,Foldable Bamboo Tray
foldable-table,Foldable Table,"<p>White foldable table with sturdy metal legs. Perfect for events, parties, camping, or extra dining space. Folds flat for easy storage.</p>",Agri Hub SA,Kitchenware,kitchenware,TRUE,HL-TABLE-002,650.00,100,shopify,deny,manual,https://agrihubsa.co.za/products/home-living/foldable-table.jpg,Foldable Table
foldable-table-also-available-in-black,Foldable Table (also available in black),"<p>White foldable table with sturdy metal legs. Perfect for events, parties, camping, or extra dining space. Folds flat for easy storage. Also available in black.</p>",Agri Hub SA,Kitchenware,kitchenware,TRUE,,650.00,100,shopify,deny,manual,https://agrihubsa.co.za/products/home-living/foldable-table.jpg,Foldable Table (also available in black)
fortis-6-pack-folding-chair-black-and-white-black1,Fortis 6-Pack Folding Chair (black and white)-Black1,"<p>Fortis 6-pack of strong, comfortable and portable folding chairs in black with sturdy powder-coated metal legs. Ideal for events, parties, dining and extra seating - folds flat for easy storage.</p>",Agri Hub SA,Kitchenware,kitchenware,TRUE,FORTIS-6PK-BLACK1,1590.00,10,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/image-H5IyMZ7KwgfzgBveqDqSnUWm1iH54a.png,Fortis 6-Pack Folding Chair (black and white)-Black1
fortis-6-pack-folding-chair-black-and-white-black2,Fortis 6-Pack Folding Chair (black and white)-Black2,"<p>Fortis 6-pack of strong, comfortable and portable folding chairs in black with sturdy powder-coated metal legs. Ideal for events, parties, dining and extra seating - folds flat for easy storage.</p>",Agri Hub SA,Kitchenware,kitchenware,TRUE,FORTIS-6PK-BLACK2,1590.00,10,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/image-PbtsxZGEUv3iIhIIka2owGOzgVKZqk.png,Fortis 6-Pack Folding Chair (black and white)-Black2
fortis-6-pack-folding-chair-black-and-white-white1,Fortis 6-Pack Folding Chair (black and white)-White1,"<p>Fortis 6-pack of strong, comfortable and portable folding chairs in white with sturdy powder-coated metal legs. Ideal for events, parties, dining and extra seating - folds flat for easy storage.</p>",Agri Hub SA,Kitchenware,kitchenware,TRUE,FORTIS-6PK-WHITE1,1590.00,10,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/image-FIHd03T0LkPIvLWVspSTYkZwnaUAWa.png,Fortis 6-Pack Folding Chair (black and white)-White1
